Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0036939,5,0,3,0,0,0
FBgn0036940,0,0,0,0,0,2
FBgn0036941,0,0,14,0,267,0
FBgn0036942,7,93,32,120,43,0
FBgn0036945,12,12,37,105,83,149
FBgn0036947,1,0,0,0,1,0
FBgn0036948,0,0,0,1,0,0
FBgn0036949,0,1,0,0,6,1
FBgn0036950,0,2,0,0,0,2
FBgn0036951,1,0,1,1,0,0
FBgn0036952,0,4,0,1,2,2
FBgn0036953,0,0,0,0,0,0
FBgn0036956,117,168,3,7,1,30
FBgn0036958,4111,5298,3836,12600,8481,11604
FBgn0036959,117,25,113,130,101,193
FBgn0036962,25,47,11,23,42,176
FBgn0036964,604,984,756,844,972,797
FBgn0036967,4425,5626,3435,3588,4126,4510
FBgn0036969,0,0,0,0,0,0
FBgn0036970,0,0,0,0,1,0
FBgn0036972,3,5,1,1,3,3
FBgn0036973,596,1010,432,615,497,773
FBgn0036974,9144,10907,6509,9353,7698,10217
FBgn0036975,129,298,312,335,288,374
FBgn0036977,4,0,2,1,4,0
FBgn0036978,2,1,1,3,2,1
FBgn0036979,0,0,0,24,0,0
FBgn0036980,4875,4843,2717,5308,3884,5919
FBgn0036984,1431,1328,607,561,1501,1118
FBgn0036985,0,0,125,4,103,1
FBgn0036986,719,623,616,391,542,687
FBgn0036987,434,1120,561,451,555,730
FBgn0036988,1022,823,602,1161,1298,2419
FBgn0036990,951,1399,1066,1568,1265,1709
FBgn0036991,405,249,275,170,175,250
FBgn0036992,52,82,42,78,63,33
FBgn0036993,368,286,301,373,307,643
FBgn0036994,757,935,921,964,1044,1491
FBgn0036995,0,25,43,115,162,6
FBgn0036996,1,0,4,42,1,0
FBgn0036997,3,0,131,9,59,9
FBgn0036998,1611,2511,1572,2603,1300,2389
FBgn0036999,115,54,132,83,114,80
FBgn0037000,0,57,18,5,8,8
FBgn0037001,16300,21333,15201,22584,19466,22494
FBgn0037003,15,3,12,1,2,4
FBgn0037004,2,0,117,102,42,76
FBgn0037005,0,0,1,1,18,48
FBgn0037007,1222,1625,1011,1384,1127,1404
FBgn0037008,287,484,418,342,195,483
FBgn0037009,54,41,32,35,40,58
FBgn0037010,561,591,349,352,434,542
FBgn0037011,844,1397,1147,1423,905,1093
FBgn0037012,15,18,0,13,26,89
FBgn0037013,0,0,0,0,0,0
FBgn0037014,0,42,0,0,0,2
FBgn0037015,5969,6674,4663,5961,5140,6505
FBgn0037016,10,4,12,10,11,1
FBgn0037017,932,1028,855,1112,675,1039
FBgn0037018,598,1054,949,1071,595,680
FBgn0037019,1522,1521,1118,2175,1186,1515
FBgn0037020,3448,3959,2902,4345,3669,4401
FBgn0037021,387,255,521,926,399,716
FBgn0037022,293,553,474,268,229,409
FBgn0037023,6,22,0,1,0,0
FBgn0037024,6284,8469,7455,10406,6477,9291
FBgn0037025,4,108,6,5,2,72
FBgn0037026,355,1415,1150,393,1450,932
FBgn0037027,2440,3481,2355,1551,1491,2206
FBgn0037028,5850,7713,4924,9106,7022,8405
FBgn0037030,4,0,1,0,3,0
FBgn0037031,282,628,415,628,813,887
FBgn0037035,0,0,0,4,2,0
FBgn0037036,0,0,0,1,1,2
FBgn0037037,1,1,0,0,0,2
FBgn0037038,0,0,0,0,0,0
FBgn0037039,0,0,1,0,0,0
FBgn0037040,2,0,0,96,1,4
FBgn0037042,4,0,0,0,0,0
FBgn0037044,752,615,528,703,390,847
FBgn0037045,1127,1329,1058,1297,1425,1300
FBgn0037046,55,129,120,199,91,159
FBgn0037050,8904,11282,10218,13902,11430,12774
FBgn0037051,2491,2728,1475,2907,2637,2286
FBgn0037057,1498,1132,1058,930,1449,1139
FBgn0037059,0,0,0,0,3,0
FBgn0037060,2069,2129,1349,2366,2805,2572
FBgn0037061,1562,2426,1738,2305,1330,2494
FBgn0037063,1476,1764,1633,1812,1745,1518
FBgn0037064,37,230,70,114,107,424
FBgn0037065,6,0,1,0,1,2
FBgn0037067,4,0,0,0,1,0
FBgn0037068,0,0,1,0,1,1
FBgn0037069,0,55,18,0,7,0
FBgn0037070,40,72,44,20,51,66
FBgn0037071,610,2209,974,2760,2224,2183
FBgn0037073,1321,1741,935,2206,2164,1516
FBgn0037074,871,725,355,838,966,1334
FBgn0037076,202,205,289,245,308,225
FBgn0037078,0,0,18,1,9,5
FBgn0037081,3191,4313,2106,3584,2451,3574
FBgn0037082,118,120,119,114,218,55
FBgn0037084,4890,6012,4122,6336,4072,6732
FBgn0037085,0,0,0,0,0,0
FBgn0037086,6,36,29,0,0,0
FBgn0037087,1596,2216,1578,1885,1709,2379
FBgn0037090,0,0,0,0,0,0
FBgn0037092,944,817,582,959,524,641
FBgn0037093,1041,1308,1324,1559,1230,1089
FBgn0037094,4014,6072,3170,5061,8088,7028
FBgn0037098,5274,4256,3538,10185,8678,8444
FBgn0037099,12,17,9,3,54,50
FBgn0037100,12,122,7,0,143,68
FBgn0037101,0,66,0,4,1,0
FBgn0037102,863,1509,962,1438,1273,1372
FBgn0037105,61,77,21,193,179,126
FBgn0037106,2534,2944,2252,2205,2571,2621
FBgn0037107,1072,1163,801,1312,1217,1144
FBgn0037108,4714,6579,4715,5936,5506,6411
FBgn0037109,995,808,692,1792,801,708
FBgn0037110,253,608,342,639,340,580
FBgn0037114,0,0,7,0,0,2
FBgn0037115,0,0,1,3,0,2
FBgn0037116,236,622,320,505,202,309
FBgn0037117,355,386,173,416,239,466
FBgn0037120,3995,5207,5736,8671,7819,10069
FBgn0037121,538,611,707,411,430,675
FBgn0037122,5,3,12,34,42,23
FBgn0037123,0,0,0,1,1,82
FBgn0037124,2,0,26,0,0,0
FBgn0037125,0,0,0,0,1,0
FBgn0037126,16,20,0,20,33,26
FBgn0037127,25,44,118,23,15,54
FBgn0037128,9,5,0,2,5,0
FBgn0037129,51,60,20,3,20,5
FBgn0037130,2320,2471,1720,2571,1382,1956
FBgn0037131,10,0,1,3,3,0
FBgn0037133,40,75,45,108,93,188
FBgn0037134,1558,2025,1941,1819,1119,1972
FBgn0037135,14295,16765,10412,16253,15072,16950
FBgn0037137,862,1134,671,2763,1079,2019
FBgn0037138,9255,8938,7670,10893,11322,15155
FBgn0037139,2,0,0,13,5,13
FBgn0037140,20,441,280,428,226,235
FBgn0037141,699,677,502,978,462,1143
FBgn0037142,3180,2676,2359,5043,2157,5824
FBgn0037143,2,4,0,1,86,0
FBgn0037144,12,0,3,15,0,1
FBgn0037146,0,13,2,0,4,1
FBgn0037147,3,0,0,0,1,0
FBgn0037149,1232,1236,803,1510,849,1117
FBgn0037150,956,946,1012,1060,731,964
FBgn0037151,36,62,19,169,15,59
FBgn0037153,12234,10929,8324,11143,11556,10511
FBgn0037156,1713,2318,1958,2662,2041,3066
FBgn0037162,6,0,5,94,0,18
FBgn0037163,93,225,305,117,301,288
FBgn0037164,147,189,95,168,33,111
FBgn0037165,58,3,9,21,0,26
FBgn0037166,1320,2220,1734,1652,1135,1686
FBgn0037167,764,1419,1263,572,1146,1126
FBgn0037169,17,7,10,33,5,1
FBgn0037170,5,5,9,1,64,54
FBgn0037171,6193,8932,4723,9326,8226,10823
FBgn0037172,47,6,6,19,12,49
FBgn0037174,43,28,68,19,3,4
FBgn0037175,0,0,0,0,0,1
FBgn0037176,4,0,0,0,0,0
FBgn0037177,0,0,0,0,0,0
FBgn0037178,0,0,0,0,0,0
FBgn0037179,0,0,0,0,0,0
FBgn0037180,0,0,0,0,0,0
FBgn0037181,0,65,13,1,0,0
FBgn0037182,4314,4827,2931,4069,3179,3687
FBgn0037183,49,9,0,5,36,164
FBgn0037184,2132,1748,1551,2591,1678,2380
FBgn0037185,1120,1676,1245,1611,1256,1500
FBgn0037186,106,246,75,148,168,226
FBgn0037188,850,970,760,1439,728,1214
FBgn0037191,0,29,17,3,0,77
FBgn0037195,75,3,0,0,45,17
FBgn0037197,25,0,7,18,22,38
FBgn0037199,2359,3412,2981,4591,2351,3654
FBgn0037200,161,269,119,156,180,250
FBgn0037202,927,1149,633,1091,1047,1148
FBgn0037203,1,21,1,10,23,54
FBgn0037204,0,0,0,0,0,0
FBgn0037205,0,66,0,53,0,0
FBgn0037206,1591,1246,1028,2258,1948,2066
FBgn0037207,6,47,61,63,100,104
FBgn0037213,1,2,4,0,0,157
FBgn0037215,116,68,83,128,49,0
FBgn0037217,0,2,0,0,3,0
FBgn0037218,10300,13847,6034,15838,14822,15198
FBgn0037220,2747,3976,3137,4514,3435,3789
FBgn0037222,25,28,52,141,44,2
FBgn0037223,13,172,76,76,99,179
FBgn0037224,9,0,0,1,21,0
FBgn0037225,232,403,257,106,122,148
FBgn0037227,1,0,0,34,4,58
FBgn0037228,1,0,6,83,1,113
FBgn0037229,36,45,60,20,14,278
FBgn0037230,481,1067,810,972,476,744
FBgn0037231,1217,1516,1216,1421,647,1156
FBgn0037232,416,568,240,521,518,440
FBgn0037234,436,473,381,511,503,701
FBgn0037235,558,1020,627,537,349,647
FBgn0037236,1,55,0,54,19,0
FBgn0037238,16870,18633,16850,25266,18083,26293
FBgn0037239,5235,6841,4860,4694,3900,4938
FBgn0037240,357,318,552,559,522,984
FBgn0037241,1576,1594,1249,1208,1390,1713
FBgn0037242,641,1137,818,1411,569,941
FBgn0037244,1974,3199,2159,3225,1947,2395
FBgn0037248,542,691,286,210,240,181
FBgn0037249,1226,1261,828,1832,1638,1382
FBgn0037250,139,166,126,205,105,208
FBgn0037251,39,59,61,44,15,44
FBgn0037252,1114,1142,1007,1092,1214,797
FBgn0037254,0,1,0,60,3,7
FBgn0037255,3976,4068,2579,3568,2670,3293
FBgn0037260,0,0,0,1,0,0
FBgn0037261,5112,5803,2803,5162,4534,5360
FBgn0037262,679,1136,711,667,545,986
FBgn0037263,32,29,37,13,70,6
FBgn0037265,26,11,65,25,13,5
FBgn0037270,11282,15185,11523,16431,15063,15419
FBgn0037275,15,68,10,67,49,36
FBgn0037276,0,4,0,11,0,2
FBgn0037279,1309,2022,1162,1798,1522,1687
FBgn0037280,0,71,63,30,0,4
FBgn0037282,9936,15132,8346,21495,22468,21157
FBgn0037283,0,1,0,0,0,0
FBgn0037284,0,0,0,0,0,0
FBgn0037288,3,0,0,8,0,2
FBgn0037290,951,1260,1118,786,817,1014
FBgn0037291,0,1,9,0,0,2
FBgn0037292,2,4,0,0,0,7
FBgn0037293,1092,822,1022,1382,1066,1141
FBgn0037294,7,60,14,258,77,1
FBgn0037295,134,254,167,125,188,191
FBgn0037296,5,0,0,0,6,0
FBgn0037297,1889,2672,1381,2047,1614,2811
FBgn0037298,1462,3347,1972,2983,2104,1637
FBgn0037299,2398,2865,2123,3316,2362,3078
FBgn0037301,519,395,240,390,245,429
FBgn0037304,368,688,360,490,666,611
FBgn0037305,1142,2262,1680,2304,1895,2094
FBgn0037307,7,14,17,34,4,15
FBgn0037310,0,0,0,5,0,0
FBgn0037312,2659,4182,3106,4073,2991,4747
FBgn0037313,7739,11021,8482,11906,9467,11126
FBgn0037315,1699,2341,1117,1090,2108,2715
FBgn0037317,449,529,420,941,607,672
FBgn0037320,0,0,1,17,0,19
FBgn0037322,0,0,0,0,0,0
FBgn0037323,12,100,0,0,116,100
FBgn0037324,0,27,59,85,34,1
FBgn0037325,17,69,99,97,29,120
FBgn0037326,2749,2477,1628,3855,1996,3105
FBgn0037327,724,770,906,1106,1515,614
FBgn0037328,2872,3840,3376,4821,3248,4020
FBgn0037329,7306,9222,6801,6795,5639,7201
FBgn0037330,1598,2877,2057,2806,2310,3017
FBgn0037332,430,225,108,314,650,225
FBgn0037336,20393,33548,25105,45580,26358,36630
FBgn0037338,142,247,261,71,93,69
FBgn0037339,219,355,157,231,236,400
FBgn0037340,652,1239,921,1257,689,1067
FBgn0037341,1436,1298,1002,1412,1171,1265
FBgn0037342,1835,2319,1393,2986,2265,3464
FBgn0037344,2771,3398,2706,3517,2917,3755
FBgn0037345,242,240,267,383,217,435
FBgn0037347,571,634,389,512,430,439
FBgn0037350,94,67,136,196,106,210
FBgn0037351,28485,40570,33066,46994,36925,46696
FBgn0037354,391,526,404,282,531,414
FBgn0037356,925,1317,640,1240,502,408
FBgn0037358,5007,5942,4525,5062,3879,5527
FBgn0037359,1556,1717,999,1271,1701,1410
FBgn0037360,7224,9668,5269,8134,6747,6046
FBgn0037363,459,1080,532,688,426,885
FBgn0037364,0,6,1,0,1,0
FBgn0037365,133,3,78,44,4,143
FBgn0037368,298,397,322,202,363,498
FBgn0037369,913,863,1386,1491,1409,1525
FBgn0037370,940,863,820,770,999,1021
FBgn0037371,457,1012,228,334,623,803
FBgn0037372,3068,4401,3237,3312,3060,3772
FBgn0037374,1890,2408,1628,2224,1603,2522
FBgn0037375,26662,27927,16618,52224,42159,45233
FBgn0037376,881,1260,820,807,926,1011
FBgn0037377,335,1202,361,930,539,544
FBgn0037378,1456,2066,1797,2555,1912,1804
FBgn0037379,36,166,92,82,124,149
FBgn0037382,1266,1628,798,1413,1371,2482
FBgn0037383,220,328,75,174,169,171
FBgn0037384,867,1309,970,1358,770,768
FBgn0037385,0,1,2,2,11,3
FBgn0037386,0,0,1,1,0,5
FBgn0037387,334,794,598,403,285,370
FBgn0037388,0,2,6,0,0,2
FBgn0037389,0,0,4,15,0,1
FBgn0037391,2194,2699,1762,2332,1762,1885
FBgn0037395,2,0,0,0,1,48
FBgn0037396,0,0,0,1,1,2
FBgn0037397,0,0,2,0,0,0
FBgn0037398,0,0,0,4,0,2
FBgn0037399,5,0,0,0,2,0
FBgn0037402,13,5,0,7,0,26
FBgn0037405,4,81,56,7,9,0
FBgn0037406,0,2,0,31,45,99
FBgn0037408,278,275,102,702,348,695
FBgn0037409,35,48,46,1,5,78
FBgn0037410,10,0,43,0,0,4
FBgn0037411,1,0,81,94,441,561
FBgn0037412,0,2,0,0,0,19
FBgn0037413,0,37,0,0,7,5
FBgn0037414,0,0,0,50,350,59
FBgn0037415,0,0,0,110,3,28
FBgn0037416,94,129,60,199,374,339
FBgn0037417,0,0,0,3,0,0
FBgn0037418,5,0,0,74,39,29
FBgn0037419,0,0,0,33,28,0
FBgn0037420,0,0,0,0,0,0
FBgn0037421,0,0,0,2,0,0
FBgn0037422,0,0,0,1,0,0
FBgn0037424,0,0,2,0,0,0
FBgn0037427,1,0,1,2,296,41
FBgn0037428,0,0,0,1,2,0
FBgn0037429,0,0,0,1,0,0
FBgn0037430,1,0,0,0,4,1
FBgn0037431,0,0,0,0,4,1
FBgn0037432,1,2,0,0,0,0
FBgn0037433,51,21,17,297,384,273
FBgn0037435,340,768,357,466,365,140
FBgn0037436,10,47,0,14,4,0
FBgn0037439,3920,4021,2553,2335,2855,3886
FBgn0037440,240,510,204,389,151,456
FBgn0037442,14471,18898,15324,16981,16074,25782
FBgn0037443,400,446,372,590,445,527
FBgn0037445,6384,8239,6938,12544,9705,13284
FBgn0037446,1453,1924,1303,1445,1226,1835
FBgn0037447,1,521,68,110,50,12
FBgn0037448,67,65,1,523,0,2
FBgn0037449,2,0,0,1,27,2
FBgn0037454,10,8,14,0,12,3
FBgn0037455,42,20,0,5,0,2
FBgn0037456,0,0,0,0,0,0
FBgn0037460,0,0,0,0,0,0
FBgn0037461,3,7,20,0,1,1
FBgn0037462,0,0,0,38,0,0
FBgn0037463,0,0,0,0,0,0
FBgn0037464,2,0,2,37,0,136
FBgn0037465,722,993,1016,1286,784,1325
FBgn0037466,811,595,436,987,589,558
FBgn0037467,2274,2586,1462,1905,2290,5241
FBgn0037468,16173,20150,15522,18854,12184,20215
FBgn0037469,2750,4558,3314,3469,2806,3714
FBgn0037470,4099,5485,3092,7368,4985,5254
FBgn0037472,16290,19884,15422,19335,16159,18820
FBgn0037473,446,559,444,463,448,624
FBgn0037475,1077,1222,707,409,1042,1149
FBgn0037477,0,0,0,0,0,0
FBgn0037478,263,336,285,427,221,379
FBgn0037481,127,104,145,65,113,48
FBgn0037482,720,765,954,561,616,404
FBgn0037483,68,57,37,121,85,100
FBgn0037485,13,5,4,11,0,0
FBgn0037486,0,0,0,0,0,0
FBgn0037487,0,0,2,30,0,4
FBgn0037488,1,0,0,0,0,0
FBgn0037489,513,761,621,527,491,775
FBgn0037490,557,841,418,603,682,817
FBgn0037491,260,488,426,542,319,288
FBgn0037492,685,424,495,422,660,425
FBgn0037493,0,0,1,0,0,0
FBgn0037498,1,0,0,0,0,2
FBgn0037500,0,0,0,0,0,0
FBgn0037501,3,0,0,7,2,0
FBgn0037502,0,0,1,16,0,6
FBgn0037503,1,0,0,19,0,3
FBgn0037504,762,610,650,782,919,707
FBgn0037506,0,2,2,0,3,1
FBgn0037512,0,0,0,0,0,0
FBgn0037513,25,34,24,3,0,70
FBgn0037514,0,1,0,4,0,2
FBgn0037515,0,63,0,4,0,0
FBgn0037516,2,0,0,1,0,0
FBgn0037517,0,6,1,1,2,0
FBgn0037518,0,0,0,1,24,29
FBgn0037519,56552,77283,60224,72216,56356,66549
FBgn0037520,214,89,165,200,207,99
FBgn0037521,6515,7298,4413,5679,4720,5497
FBgn0037525,36054,40793,24958,22443,19325,22891
FBgn0037526,310,588,438,209,775,466
FBgn0037529,1179,1035,872,959,902,1413
FBgn0037530,1162,1201,625,1532,950,891
FBgn0037531,4,0,0,0,7,0
FBgn0037533,13338,15011,9728,9421,9268,10305
FBgn0037534,8,27,1,4,7,9
FBgn0037535,1301,1976,1559,2287,1895,2058
FBgn0037536,3866,6082,3089,5205,5600,5899
FBgn0037537,72,88,69,113,43,0
FBgn0037538,2499,3241,2577,2864,3741,3310
FBgn0037539,5490,7178,3984,7619,5766,6649
FBgn0037540,148,514,138,59,201,469
FBgn0037541,3538,5071,2656,7787,6417,5388
FBgn0037543,220,177,164,85,65,158
FBgn0037544,114,367,156,134,404,108
FBgn0037546,523,595,133,193,748,746
FBgn0037547,2,2,0,1,1,1
FBgn0037548,0,1,34,1,1,0
FBgn0037549,2542,3480,1494,1704,2334,2066
FBgn0037550,535,711,612,628,730,737
FBgn0037551,3689,4913,3197,4398,3633,4271
FBgn0037552,2,0,28,20,22,42
FBgn0037553,2,0,0,1,2,1
FBgn0037554,2367,1367,1638,4815,4705,3421
FBgn0037555,702,936,1043,822,871,951
FBgn0037556,40210,48995,37598,70614,57582,68828
FBgn0037560,0,1,0,0,0,2
FBgn0037561,1506,1554,312,1791,1834,1504
FBgn0037562,0,0,0,0,0,2
FBgn0037563,0,0,0,0,0,0
FBgn0037565,9,3,1,0,0,0
FBgn0037566,3383,5302,3887,5447,4134,4451
FBgn0037569,584,990,637,951,573,828
FBgn0037570,1,0,0,1,4,4
FBgn0037571,0,0,0,0,1,0
FBgn0037572,0,0,0,0,2,0
FBgn0037573,2329,3152,3077,4117,4925,3398
FBgn0037574,374,429,226,173,243,647
FBgn0037576,0,0,26,2,0,4
FBgn0037577,0,0,0,0,0,0
FBgn0037578,1996,2510,1724,2133,2166,2032
FBgn0037579,30,68,24,47,18,0
FBgn0037580,1874,1883,1519,1779,1806,1514
FBgn0037581,44,40,41,34,285,7
FBgn0037583,76,79,65,85,84,76
FBgn0037584,0,5,0,2,0,0
FBgn0037589,1,0,0,4,0,0
FBgn0037590,0,0,0,0,3,0
FBgn0037591,0,0,0,0,0,0
FBgn0037592,333,546,452,923,536,445
FBgn0037594,0,0,0,0,1,0
FBgn0037601,0,0,0,0,0,4
FBgn0037602,344,450,355,670,439,532
FBgn0037603,1176,1671,1054,1208,1156,1428
FBgn0037606,1077,1382,1058,2830,1348,1764
FBgn0037607,3685,4171,1985,4838,3400,3597
FBgn0037608,1879,2128,1842,2765,2210,2871
FBgn0037609,2099,2416,1651,3929,1732,3861
FBgn0037610,532,893,463,371,819,863
FBgn0037611,189,307,178,146,166,214
FBgn0037612,0,0,0,0,0,0
FBgn0037613,974,1755,966,1371,773,1180
FBgn0037614,4247,5483,3504,3399,4218,3876
FBgn0037615,1,3,0,2,5,17
FBgn0037616,17,32,33,98,1,86
FBgn0037617,148,161,54,139,112,131
FBgn0037618,0,0,20,0,11,0
FBgn0037619,180,260,170,353,323,213
FBgn0037620,73,91,56,111,7,128
FBgn0037621,4207,5777,3448,4746,4189,5822
FBgn0037622,1173,1074,677,1461,1682,1616
FBgn0037623,282,289,114,167,120,153
FBgn0037624,626,575,420,540,301,562
FBgn0037625,101,167,81,110,87,153
FBgn0037626,36,16,17,6,39,1
FBgn0037627,0,67,35,0,0,0
FBgn0037630,2,264,0,68,2,3
FBgn0037632,12765,18652,11838,22245,15827,19223
FBgn0037633,4190,4593,2547,6035,4807,4655
FBgn0037634,101,462,165,100,122,143
FBgn0037635,69,134,30,93,25,171
FBgn0037636,16794,23665,17270,25755,15295,26338
FBgn0037637,5948,8640,6077,8702,5866,7877
FBgn0037638,669,487,548,376,431,314
FBgn0037643,13433,14244,9633,14321,11315,14101
FBgn0037644,3343,3816,2083,3301,2399,2702
FBgn0037645,17,11,6,21,1,3
FBgn0037646,27,35,130,93,152,84
FBgn0037647,982,1099,816,1186,1021,1278
FBgn0037648,3248,3971,2991,3772,3820,4634
FBgn0037650,0,0,0,0,0,0
FBgn0037652,2522,2698,2252,2893,2823,2452
FBgn0037653,2010,2912,2095,2922,2348,1851
FBgn0037654,313,305,184,541,304,248
FBgn0037655,682,956,407,566,995,382
FBgn0037656,201,223,338,259,278,291
FBgn0037657,1495,2250,2245,2900,3797,3246
FBgn0037659,1408,1595,1420,2923,4150,2994
FBgn0037660,1611,2403,1169,1723,1507,1647
FBgn0037661,97,47,109,143,222,235
FBgn0037662,32,0,11,148,76,145
FBgn0037664,0,115,60,136,334,209
FBgn0037665,0,9,0,0,2,0
FBgn0037666,0,0,0,0,0,1
FBgn0037667,1177,1710,1065,969,1820,1367
FBgn0037668,15,94,27,22,21,41
FBgn0037669,160,249,174,248,200,206
FBgn0037670,342,365,251,754,277,418
FBgn0037671,6836,10119,5651,10414,8025,8827
FBgn0037672,60,53,79,140,168,169
FBgn0037675,0,0,0,1,0,0
FBgn0037676,2724,3181,2665,2467,1798,1959
FBgn0037677,0,0,0,1,0,1
FBgn0037678,53,117,67,55,51,84
FBgn0037679,2216,2180,1799,2471,1451,2083
FBgn0037680,2396,4603,2204,3272,2636,3412
FBgn0037683,0,0,5,6,6,7
FBgn0037684,5,16,5,44,19,37
FBgn0037685,43,5,100,1,52,60
FBgn0037686,687,1151,831,1229,804,1063
FBgn0037687,455,671,451,348,640,637
FBgn0037688,1510,2146,1631,2764,2248,2778
FBgn0037689,0,0,0,0,0,0
FBgn0037690,3849,4250,2177,3715,3635,3855
FBgn0037696,55,64,27,202,19,191
FBgn0037697,13454,16646,11755,23459,13824,23618
FBgn0037698,1938,2438,2517,3493,2410,2769
FBgn0037700,1971,2391,2228,2296,2349,2435
FBgn0037702,2338,2679,1605,2325,1521,2153
FBgn0037703,847,941,422,751,1116,677
FBgn0037705,54354,57967,45141,80704,71286,83809
FBgn0037707,7442,10397,7750,10066,7958,11728
FBgn0037708,1027,1190,1254,1529,1197,1311
FBgn0037709,100,110,39,193,82,77
FBgn0037710,1026,1184,835,1211,1397,1111
FBgn0037712,230,187,124,453,217,220
FBgn0037713,371,254,230,272,349,312
FBgn0037714,1,3,0,0,0,2
FBgn0037715,919,1045,754,1115,894,1018
FBgn0037716,382,287,187,473,168,373
FBgn0037717,7002,6494,4250,8929,6746,8230
FBgn0037718,3916,4991,3552,4462,3785,4035
FBgn0037719,1449,2209,1710,2658,2296,3418
FBgn0037720,61,53,39,59,196,36
FBgn0037721,0,24,0,34,21,78
FBgn0037722,450,752,359,520,520,733
FBgn0037723,366,566,307,563,305,532
FBgn0037724,0,0,0,1,0,1
FBgn0037726,1,40,5,129,29,93
FBgn0037727,127,149,27,16,199,300
FBgn0037728,7488,10148,7864,11544,9627,11417
FBgn0037730,47,2,5,161,43,1
FBgn0037731,0,0,0,0,0,0
FBgn0037734,327,191,370,496,1809,793
FBgn0037736,1339,783,490,875,1100,966
FBgn0037737,653,606,478,839,591,488
FBgn0037739,5900,7709,4873,7633,6055,7887
FBgn0037741,46,118,37,203,54,237
FBgn0037742,153,514,396,20,152,48
FBgn0037743,472,376,176,236,327,163
FBgn0037744,2155,2913,2318,3119,2567,2431
FBgn0037746,3484,3298,3298,3357,3555,3056
FBgn0037747,3625,5573,3991,5148,3787,5593
FBgn0037749,2323,2878,2357,2959,2313,2379
FBgn0037750,0,0,0,0,1,0
FBgn0037751,0,0,0,0,1,0
FBgn0037753,44,118,41,96,191,84
FBgn0037754,4014,4039,3298,6397,3925,5688
FBgn0037755,154,421,167,230,84,326
FBgn0037756,2051,2898,2015,2599,2466,3095
FBgn0037757,1109,819,396,1092,1078,434
FBgn0037758,2768,3606,2139,2950,1872,2748
FBgn0037759,1,1,2,3,2,3
FBgn0037760,10744,10077,8886,23656,18504,22548
FBgn0037761,0,0,0,0,0,0
FBgn0037762,0,0,0,0,37,0
FBgn0037763,0,0,0,0,0,0
FBgn0037764,1,0,0,5,9,1
FBgn0037765,0,5,10,16,10,3
FBgn0037766,5642,6340,4625,8005,5313,7954
FBgn0037770,1161,1106,527,2444,1471,1319
FBgn0037772,25,0,130,190,29,40
FBgn0037773,1764,2796,2479,1703,2086,1723
FBgn0037777,152,266,299,227,84,123
FBgn0037778,1107,2412,961,2203,1196,1309
FBgn0037779,68,153,202,110,174,170
FBgn0037780,1209,1149,758,1668,1010,1132
FBgn0037781,0,0,0,0,0,0
FBgn0037782,0,0,0,0,0,0
FBgn0037783,0,0,0,0,0,0
FBgn0037786,0,4,0,0,0,0
FBgn0037788,585,514,618,675,368,720
FBgn0037792,109,109,21,86,5,36
FBgn0037794,1607,2573,1573,1332,1803,2169
FBgn0037796,202,114,62,111,150,35
FBgn0037797,13,49,116,219,27,67
FBgn0037798,5383,6248,5550,7728,5138,7571
FBgn0037801,11,0,49,16,191,48
FBgn0037802,333,591,219,317,311,450
FBgn0037807,56,45,7,24,80,44
FBgn0037809,370,380,425,433,488,695
FBgn0037810,2137,2916,1831,1221,1243,886
FBgn0037811,5,12,4,15,3,6
FBgn0037812,0,0,0,0,0,0
FBgn0037814,555,1210,652,828,812,658
FBgn0037815,79,131,43,136,104,288
FBgn0037816,162,61,158,185,126,219
FBgn0037817,34,3,253,56,20,186
FBgn0037818,20,95,43,154,33,1
FBgn0037819,7,100,45,156,43,78
FBgn0037822,1242,1645,757,1260,1369,1295
FBgn0037824,21,10,1,7,40,5
FBgn0037826,3,0,0,0,5,4
FBgn0037827,0,0,1,2,0,0
FBgn0037828,0,0,0,0,12,0
FBgn0037829,0,69,0,0,1,0
FBgn0037831,334,363,343,841,217,388
FBgn0037832,0,0,0,1,0,27
FBgn0037834,4507,5641,5008,6420,4965,4400
FBgn0037835,235,185,216,194,210,346
FBgn0037836,22,7,30,3,0,2
FBgn0037837,0,0,2,0,0,5
FBgn0037838,1286,1145,836,1144,920,609
FBgn0037841,95,312,148,209,157,104
FBgn0037842,1297,2153,962,1601,1368,1578
FBgn0037843,4148,5476,3009,6851,4505,5455
FBgn0037844,2,17,26,4,25,26
FBgn0037845,21,0,0,8,9,23
FBgn0037846,545,445,515,301,340,773
FBgn0037848,2713,3065,1730,2959,2310,3686
FBgn0037849,2788,2222,1729,2175,2425,2452
FBgn0037850,334,376,401,271,262,237
FBgn0037852,2256,1908,1437,1851,2154,1974
FBgn0037853,5711,5841,3411,6152,5583,7412
FBgn0037855,723,1462,595,789,1202,1122
FBgn0037856,1033,1013,439,374,1389,691
FBgn0037857,1,1,0,1,2,0
FBgn0037860,0,0,0,2,0,0
FBgn0037862,0,3,0,0,2,0
FBgn0037870,0,2,0,0,0,0
FBgn0037873,10065,16613,13651,19569,12517,16793
