,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
5079,MAGE,FBgn0037481,2.202173912,1.581371821,2.544138717,0.851005434,1.952728618,0.451968476
5080,CG10055,FBgn0037482,4.68914388,4.434025413,5.248930383,3.91569208,4.380225954,3.466044378
5081,CG14609,FBgn0037483,1.317822127,0.738409497,0.618033949,1.724222133,1.549578856,1.476237628
5082,CG1234,FBgn0037489,4.201512831,4.426484004,4.630802948,3.825878956,4.054118441,4.401981376
5083,CG10053,FBgn0037490,4.319844868,4.570295165,4.061475732,4.019433889,4.526649051,4.477902284
5084,CG1227,FBgn0037491,3.225817732,3.787808191,4.088724991,3.866193195,3.434870093,2.981034505
5085,CG10050,FBgn0037492,4.617429205,3.585974544,4.304562586,3.506897224,4.479473484,3.538749447
5086,CG1142,FBgn0037504,4.770745668,4.108432465,4.696487316,4.393173619,4.955934864,4.269904669
5087,CG3014,FBgn0037519,10.98113282,11.08844474,11.22680471,10.91793676,10.89144019,10.82184464
5088,CG18268,FBgn0037520,2.94698324,1.36172535,2.728680292,2.438415312,2.815440242,1.462064766
5089,CG2993,FBgn0037521,7.863733763,7.684263,7.456772668,7.249871964,7.31424796,7.224696145
5090,CG17816,FBgn0037525,10.33173941,10.16665223,9.956021567,9.231986941,9.347430171,9.282302963
5091,ArgRS-m,FBgn0037526,3.478021903,4.055634582,4.128657508,2.501203094,4.710604992,3.67093506
5092,mRpS9,FBgn0037529,5.399279954,4.869037983,5.119491795,4.68674509,4.929052085,5.266551202
5093,EMC1,FBgn0037530,5.378357502,5.083217632,4.64004262,5.361251059,5.003702891,4.602656164
5094,CD98hc,FBgn0037533,8.897241368,8.724485185,8.596876222,7.979880375,8.287441619,8.1310435
5095,CG14463,FBgn0037535,5.54113721,5.800522815,5.95657139,5.938568145,5.998501721,5.808299775
5096,CG2698,FBgn0037536,7.111074947,7.421395147,6.942372355,7.124187062,7.560799062,7.32648107
5097,CG2767,FBgn0037537,1.398277223,1.345821437,1.489650415,1.627465004,0.596173822,-4.002720471
5098,CG3223,FBgn0037538,6.481940283,6.513748497,6.681070402,6.26284761,6.979033045,6.493280391
5099,CG10435,FBgn0037539,7.61684687,7.660351087,7.309285732,7.673686139,7.602929348,7.499084788
5100,Pbp95,FBgn0037540,2.420164856,3.862365754,2.473536566,0.716345841,2.77338657,3.680147829
5101,CG2747,FBgn0037541,6.98322771,7.159224273,6.724606924,7.705142601,7.757210529,7.195813689
5102,CG10903,FBgn0037543,2.986557634,2.336080509,2.71999287,1.226240517,1.171984666,2.124238565
5103,CG11035,FBgn0037544,2.048607768,3.378853888,2.648543404,1.868803062,3.773916947,1.58487082
5104,mAChR-B,FBgn0037546,4.229271418,4.072644422,2.420903596,2.387618233,4.659571016,4.347126175
5105,CG7878,FBgn0037549,6.506536379,6.616329138,5.895193659,5.514539078,6.298843638,5.813890828
5106,CG9667,FBgn0037550,4.261891731,4.328731408,4.609794753,4.077819504,4.624517011,4.329669163
5107,Gie,FBgn0037551,7.043494334,7.113578486,6.991926508,6.881254873,6.936791653,6.860798275
5108,DNApol-iota,FBgn0037554,6.403705237,5.269672303,6.027815922,7.011876949,7.309657626,6.540834864
5109,Ada2b,FBgn0037555,4.652707455,4.724313351,5.3774064,4.464934967,4.878702511,4.696442349
5110,CG9636,FBgn0037556,10.4891272,10.43095204,10.5471447,10.88557354,10.92248786,10.87042159
5111,CG9630,FBgn0037561,5.751974897,5.454364802,3.641348963,5.586283442,5.951344331,5.356452834
5112,mRpL1,FBgn0037566,6.91862943,7.223463236,7.273739353,7.189722104,7.123079646,6.920322563
5113,tex,FBgn0037569,4.387927549,4.805047625,4.667411805,4.674689012,4.276155023,4.497143316
5114,eIF4AIII,FBgn0037573,6.380373514,6.473604821,6.936759782,6.786052824,7.375561286,6.531109155
5115,Coq2,FBgn0037574,3.747409145,3.602800574,3.178867644,2.231776322,3.044870457,4.142392728
5116,CG9601,FBgn0037578,6.157954817,6.145283656,6.101571529,5.838101686,6.191160981,5.789977745
5117,COX7AL,FBgn0037579,0.182269337,0.984229408,0.02496144,0.402209772,-0.579761743,-4.002720471
5118,DppIII,FBgn0037580,6.0670461,5.731052617,5.919110493,5.576597251,5.929171134,5.365998963
5119,CG7352,FBgn0037581,0.709349738,0.250193992,0.760400307,-0.039109522,3.273268067,-1.984096857
5120,CG9684,FBgn0037583,1.474481571,1.194198775,1.405464633,1.226240517,1.532871301,1.090488029
5121,CG11737,FBgn0037592,3.58071789,3.949135635,4.173890043,4.631681213,4.180173492,3.604743855
5122,SLIRP2,FBgn0037602,3.627363729,3.671402193,3.826748078,4.170881911,3.89325796,3.861154475
5123,CG11753,FBgn0037603,5.395609736,5.558946304,5.392519513,5.019042338,5.286344887,5.281761156
5124,CG8032,FBgn0037606,5.268936435,5.285391354,5.397976174,6.245632251,5.507695476,5.586175006
5125,CG8036,FBgn0037607,7.041929905,6.877483166,6.304778423,7.018748605,6.841215375,6.613163623
5126,mRpL19,FBgn0037608,6.070886642,5.907322676,6.197000854,6.21213756,6.220149584,6.288155251
5127,CG9773,FBgn0037609,6.230483413,6.090266217,6.039209824,6.718660564,5.868875275,6.715281156
5128,CG8043,FBgn0037610,4.253805539,4.65662893,4.208460997,3.322161307,4.790087463,4.556711471
5129,CG11755,FBgn0037611,2.769301626,3.123002368,2.83709955,1.990511666,2.500147027,2.556512717
5130,Cks85A,FBgn0037613,5.124158676,5.629614223,5.266934906,5.201320425,4.706885989,5.007038179
5131,CG8116,FBgn0037614,7.246619015,7.271872159,7.124148589,6.509741994,7.152087495,6.720871857
5132,CG8136,FBgn0037616,-0.577744508,-0.052939731,0.460065046,1.426447472,-3.37950942,1.263902515
5133,nom,FBgn0037617,2.420164856,2.20116208,1.144888436,1.920768282,1.940112144,1.858129253
5134,CG8159,FBgn0037619,2.699572176,2.885141551,2.771349619,3.250869073,3.452744769,2.549827173
5135,ranshi,FBgn0037620,1.417708981,1.393016685,1.195901567,1.602226652,-1.745076887,1.825287962
5136,M1BP,FBgn0037621,7.232972359,7.347197543,7.100916066,6.991063389,7.142138665,7.307532916
5137,CG8202,FBgn0037622,5.391930157,4.922289371,4.755064996,5.292897337,5.826659829,5.459923207
5138,CG9801,FBgn0037623,3.342250592,3.036476479,2.201309502,2.18154062,2.038083418,2.078520115
5139,CG8223,FBgn0037624,4.487833396,4.023502739,4.068336449,3.860882608,3.351574742,3.939967726
5140,CG11768,FBgn0037625,1.876726569,2.253246163,1.716220222,1.589439953,1.582424475,2.078520115
5141,Tcp-1eta,FBgn0037632,8.833901024,9.037753896,8.880045019,9.219203835,9.059380111,9.030383558
5142,CG9839,FBgn0037633,7.227133212,7.016456308,6.664187155,7.337553943,7.340587669,6.984941667
5143,hng2,FBgn0037634,1.876726569,3.709186558,2.728680292,1.45492399,2.061570877,1.982492896
5144,CG9837,FBgn0037635,1.338360429,1.940272485,0.32908921,1.35269551,-0.14399429,2.236740115
5145,CG9821,FBgn0037636,9.229606062,9.381142209,9.424827657,9.430554697,9.010058266,9.484649354
5146,IscU,FBgn0037637,7.732410063,7.927725195,7.918231929,7.865376643,7.627727691,7.743516127
5147,CG8379,FBgn0037638,4.583419114,3.784862196,4.450869405,3.341355117,3.86683731,3.104786103
5148,skap,FBgn0037643,8.907479217,8.648830893,8.582720452,8.58393852,8.575296142,8.583410048
5149,CG11964,FBgn0037644,6.901478509,6.749222231,6.374248693,6.467564092,6.338441262,6.200701624
5150,CAHbeta,FBgn0037646,0.039052451,0.068318517,2.388376758,1.35269551,2.374499579,1.230847213
5151,RagA-B,FBgn0037647,5.135938906,4.955419244,5.023910471,4.992577379,5.10749125,5.121924524
5152,CG11975,FBgn0037648,6.859908805,6.806630765,6.895884371,6.659863638,7.009166964,6.978421763
5153,CG11980,FBgn0037652,6.495148474,6.249398037,6.486711262,6.277370692,6.57307018,6.060757678
5154,CG11982,FBgn0037653,6.168029819,6.359431105,6.382529883,6.291749031,6.307464669,5.655541285
5155,CG11983,FBgn0037654,3.491838928,3.113640694,2.884517324,3.863540345,3.365795568,2.767143141
5156,CG11984,FBgn0037655,4.611113084,4.75474421,4.023147259,3.928440681,5.070345028,3.385730689
5157,CG11986,FBgn0037656,2.857322584,2.665693465,3.756271273,2.807580181,3.237625401,2.99586733
5158,hyx,FBgn0037657,5.741410899,5.987668216,6.482223009,6.280854468,7.000458557,6.465131871
5159,Kdm2,FBgn0037659,5.655016692,5.491881958,5.821983243,6.292242289,7.128650105,6.34862883
5160,beag,FBgn0037660,5.849100771,6.082489557,5.541708791,5.530514734,5.668345674,5.487298077
5161,Ada,FBgn0037661,1.81943816,0.471540604,2.137501208,1.961033501,2.915505035,2.69019493
5162,CG11997,FBgn0037662,0.270412883,-4.002720471,-0.999645766,2.009834385,1.39175163,2.002216486
5163,CG8420,FBgn0037664,-4.002720471,1.723542612,1.29281582,1.88981429,3.500787973,2.522770809
5164,CG16734,FBgn0037667,5.396834179,5.592187355,5.407475947,4.701674877,5.940300331,5.218881651
5165,CG16736,FBgn0037668,-0.740517126,1.438716804,0.185024499,-0.617563338,-0.376714455,0.235747422
5166,Ibf2,FBgn0037669,2.531377918,2.823313734,2.804599116,2.745538269,2.766256883,2.502140252
5167,Ibf1,FBgn0037670,3.618994078,3.371017694,3.329242051,4.340728581,3.232460939,3.514919227
5168,VhaM8.9,FBgn0037671,7.933102837,8.155634677,7.813406873,8.124418585,8.079729582,7.907747851
5169,sage,FBgn0037672,1.142055473,0.637505533,1.680844234,1.930940431,2.517235625,2.21999299
5170,CG8861,FBgn0037676,6.606232915,6.486808426,6.729484437,6.047762425,5.922772834,5.737255352
5171,CG16749,FBgn0037678,0.968461284,1.74795136,1.4481715,0.619040758,0.832965292,1.230847213
5172,CG8866,FBgn0037679,6.308675843,5.942116891,6.162952301,6.050097518,5.613782074,5.825700356
5173,pasi2,FBgn0037680,6.421260573,7.019592457,6.455650514,6.454842715,6.474258476,6.537036956
5174,Or85f,FBgn0037685,0.677462371,-2.298634748,2.015012782,-3.487254983,0.860007747,0.760677599
5175,RpL34b,FBgn0037686,4.621624642,5.021984636,5.050139863,5.043859372,4.7634802,4.856700932
5176,CG8132,FBgn0037687,4.029043965,4.24546158,4.17070576,3.230424025,4.435205435,4.12000039
5177,CG9356,FBgn0037688,5.755797252,5.919462023,6.021643268,6.211616135,6.244724844,6.240687073
5178,Task7,FBgn0037690,7.104719856,6.904538467,6.437880415,6.637909829,6.937585247,6.713038795
5179,GstZ1,FBgn0037696,1.020227069,0.899607136,0.185024499,2.452606205,-0.508856242,2.39431561
5180,GstZ2,FBgn0037697,8.909732549,8.873619739,8.869895545,9.295856438,8.864191856,9.327404825
5181,CG16779,FBgn0037698,6.115449387,6.103331968,6.647103989,6.549071696,6.345036174,6.236009396
5182,CG8149,FBgn0037700,6.139786859,6.075273704,6.471264478,5.944228669,6.308078491,6.050729884
5183,CG8176,FBgn0037702,6.385933645,6.23921066,5.998482223,5.962318512,5.681670121,5.873334244
5184,JHDM2,FBgn0037703,4.92298575,4.731981453,4.075164695,4.334994708,5.235623172,4.207557
5185,mura,FBgn0037705,10.92394278,10.67353924,10.8109171,11.07825353,11.23047982,11.15452259
5186,RnpS1,FBgn0037707,8.055610845,8.194726821,8.268988628,8.075395925,8.06763689,8.317617051
5187,CG9386,FBgn0037708,5.200468002,5.069967595,5.642840244,5.358427464,5.336547649,5.158639314
5188,CG8199,FBgn0037709,1.862616322,1.660650468,0.69097252,2.387618233,1.498864281,1.108798075
5189,CG9393,FBgn0037710,5.199064937,5.06268868,5.057054571,5.022613872,5.559137616,4.920283947
5190,CG16789,FBgn0037712,3.050194186,2.414415949,2.321036765,3.6086234,2.882915222,2.595988152
5191,CG16790,FBgn0037713,3.735844249,2.851746162,3.204005887,2.877620213,3.563825155,3.095634634
5192,CG9399,FBgn0037715,5.040456196,4.882880686,4.910133286,4.90369708,4.916225919,4.794434196
5193,CG8273,FBgn0037716,3.777803167,3.02653416,2.907654295,3.670640538,2.517235625,3.351541427
5194,CG8301,FBgn0037717,7.967708772,7.515923406,7.40249541,7.902518424,7.829323576,7.806744269
5195,P58IPK,FBgn0037718,7.129605762,7.136292995,7.143768678,6.902086832,6.995894086,6.778838339
5196,bocks,FBgn0037719,5.696376414,5.961162958,6.08981881,6.155248052,6.275180638,6.539570005
5197,CG8312,FBgn0037720,1.165233542,0.637505533,0.69097252,0.716345841,2.737380481,0.058696948
5198,CG8319,FBgn0037722,4.013163673,4.409370301,3.842842226,3.806673048,4.136604861,4.321842166
5199,SpdS,FBgn0037723,3.716360991,4.00083083,3.618159051,3.920805047,3.370504862,3.861154475
5200,CG9492,FBgn0037726,-3.349234113,0.250193992,-1.935916106,1.814895914,0.056348366,1.373972972
5201,CG8358,FBgn0037727,2.202173912,2.090989075,0.185024499,-1.026121384,2.759091787,3.039472175
5202,CG16817,FBgn0037728,8.064498811,8.159762476,8.29005141,8.273005908,8.342259123,8.278851336
5203,CG9444,FBgn0037730,0.80098932,-3.074225423,-1.935916106,2.129492369,0.596173822,-3.480668979
5204,trbd,FBgn0037734,3.55462436,2.444596724,3.886197168,3.738812714,5.9315632,4.4350093
5205,CG12950,FBgn0037736,5.582617356,4.467482257,4.289962283,4.554832724,5.214824412,4.718966297
5206,Pnn,FBgn0037737,4.548587872,4.098975455,4.254306647,4.494384808,4.320636536,3.737167668
5207,CG12948,FBgn0037739,7.720723813,7.763282248,7.599774783,7.676333867,7.673463376,7.745345961
5208,CG16908,FBgn0037741,0.771084926,1.760002598,0.618033949,2.459649647,0.912617892,2.702303552
5209,Rpt3R,FBgn0037742,2.467549723,3.862365754,3.983772647,-0.741324208,2.374499579,0.451968476
5210,CG8412,FBgn0037743,4.081765711,3.413599384,2.820940851,2.67466721,3.47040069,2.168552606
5211,CG8417,FBgn0037744,6.268437968,6.359926075,6.528356427,6.385803847,6.43601861,6.048360239
5212,CG8478,FBgn0037746,6.961049311,6.538883853,7.036777509,6.491816526,6.905495965,6.378176747
5213,CG8481,FBgn0037747,7.018257585,7.295351434,7.311817368,7.108308095,6.996655835,7.249663668
5214,CG9471,FBgn0037749,6.376654819,6.342500291,6.552411486,6.309888185,6.285814721,6.017195341
5215,CG12947,FBgn0037753,0.709349738,1.760002598,0.760400307,1.397397535,2.700452717,1.230847213
5216,CG8500,FBgn0037754,7.165249923,6.831113015,7.036777509,7.421564167,7.048268289,7.273952926
5217,CG12945,FBgn0037755,2.476842757,3.575783917,2.745899756,2.637881873,1.532871301,3.158508364
5218,CG8507,FBgn0037756,6.197136789,6.35248364,6.326402305,6.122892247,6.378150686,6.396457979
5219,CG8516,FBgn0037757,5.311110198,4.532154573,3.983772647,4.873689551,5.185727522,3.56882105
5220,CG9467,FBgn0037758,6.62933547,6.667609176,6.412493932,6.305496904,5.980901602,6.225035471
5221,FBXO11,FBgn0037760,8.585275795,8.14963547,8.46628916,9.307919878,9.284805057,9.260524145
5222,Teh1,FBgn0037766,7.656235034,7.481310805,7.524442804,7.744964632,7.484924695,7.757546348
5223,Art4,FBgn0037770,5.377117269,4.964560884,4.394660447,6.034261797,5.633506813,5.167400912
5224,Spn85F,FBgn0037772,-0.06498822,-4.002720471,2.388376758,2.365288334,0.056348366,0.202033019
5225,CG5359,FBgn0037773,5.979859414,6.300830585,6.625170809,5.513693334,6.136914132,5.552291725
5226,CG11722,FBgn0037777,2.458196439,2.917781363,3.580261967,2.619131392,1.532871301,1.768834465
5227,mtTFB2,FBgn0037778,5.30851015,6.08787786,5.259460309,5.884637225,5.335343748,5.156440576
5228,CG12811,FBgn0037779,1.317822127,2.128656018,3.01808044,1.589439953,2.567319503,2.228390853
5229,CG3925,FBgn0037780,5.435477563,5.019480422,4.917750816,5.483775522,5.091892108,4.947243948
5230,CG3940,FBgn0037788,4.390388456,3.862365754,4.623834152,4.181571306,3.639910894,4.296107126
5231,TAF1B,FBgn0037792,1.984899633,1.647736214,-0.155102255,1.242666963,-2.114611103,0.058696948
5232,CG6254,FBgn0037794,5.845518092,6.181016616,5.969456234,5.159757556,5.926775096,5.884004652
5233,CG12814,FBgn0037796,2.864420892,1.711181608,1.338936105,1.602226652,2.355622146,0.020521723
5234,CG12420,FBgn0037797,-0.92401808,0.529009919,2.226063042,2.567904977,-0.040348131,0.914315759
5235,CG12817,FBgn0037798,7.58846026,7.460229835,7.787395736,7.694173361,7.436621984,7.686370693
5236,CG3999,FBgn0037801,-1.1343078,-4.002720471,1.008857829,-1.026121384,2.700452717,0.451968476
5237,Sirt6,FBgn0037802,3.58071789,4.062949084,3.133793361,3.096756997,3.398442309,3.620781321
5238,CG6293,FBgn0037807,1.045429689,0.411686699,-1.552391566,-0.50358552,1.464036261,0.332406409
5239,CG12818,FBgn0037809,3.73196859,3.428777235,4.085346847,3.543820114,4.045309871,4.245287979
5240,sle,FBgn0037810,6.256346841,6.361409966,6.188366954,5.034455532,5.390868365,4.594558335
5241,CG6325,FBgn0037814,4.314671551,5.093968782,4.700908915,4.47539781,4.77773178,4.166629401
5242,Rrp46,FBgn0037815,1.529104391,1.908143235,0.826639818,1.88981429,1.834999912,2.981034505
5243,CG6345,FBgn0037816,2.549107624,0.832715091,2.666740237,2.327286184,2.107428869,2.589483468
5244,Cyp12e1,FBgn0037817,0.353479845,-2.767033656,3.340621284,0.643989187,-0.441272957,2.356505704
5245,CG6465,FBgn0037818,-0.363569895,1.453634044,0.826639818,2.066296643,0.232232106,-3.480668979
5246,CG14688,FBgn0037819,-1.677692937,1.525990763,0.889971067,2.084636794,0.596173822,1.126878647
5247,CG14683,FBgn0037822,5.474273234,5.536352328,4.915850201,5.079731065,5.529967082,5.140954857
5248,Cap-H2,FBgn0037831,3.585021294,3.363138705,3.777359513,4.497810302,2.882915222,3.408081545
5249,Art1,FBgn0037834,7.332308168,7.312841311,7.639186616,7.4267401,7.387226913,6.903705198
5250,CG14687,FBgn0037835,3.08098989,2.399085446,3.114036206,2.394985383,2.836016147,3.243825702
5251,CG4089,FBgn0037838,5.524429435,5.014458916,5.058778082,4.940664204,4.957500712,4.055387201
5252,CG4565,FBgn0037841,1.789917656,3.14614418,2.573370183,2.501203094,2.420639982,1.531576476
5253,CG6567,FBgn0037842,5.536700688,5.924155432,5.260958329,5.424713705,5.52891429,5.425642452
5254,CG4511,FBgn0037843,7.212604944,7.270029877,6.904536046,7.52044848,7.247015194,7.213635495
5255,CG6574,FBgn0037846,4.288522991,3.655361893,4.361529612,3.022596742,3.526334307,4.398264494
5256,Tsp86D,FBgn0037848,6.600399005,6.433253106,6.106579247,6.309888185,6.283943805,6.648403336
5257,CG4596,FBgn0037849,6.639715567,5.969619904,6.105745834,5.866202741,6.353980927,6.060757678
5258,CG14695,FBgn0037850,3.585021294,3.413599384,4.001803523,2.8723516,3.152689894,2.702303552
5259,Tpc1,FBgn0037852,6.334464899,5.750058587,5.839133554,5.633762277,6.18315285,5.748247124
5260,CG14696,FBgn0037853,7.673766363,7.363086377,7.085358159,7.365245093,7.556414242,7.655759079
5261,CG6621,FBgn0037855,4.695128144,5.36645077,4.569258077,4.405992312,5.342552128,4.934468666
5262,Leash,FBgn0037856,5.208857858,4.838108272,4.131935858,3.333708209,5.550863188,4.236988181
5263,SdhC,FBgn0037873,8.491107565,8.870757199,9.085600927,9.034313419,8.720925726,8.835434943
5264,Tctp,FBgn0037874,9.76991283,9.775826121,9.86297215,9.832392807,9.55960407,9.828663413
5265,ZnT86D,FBgn0037875,5.84372341,6.111585347,6.088975656,5.886598449,6.270779013,6.253601603
5266,CG4820,FBgn0037876,3.311416596,3.351238948,4.442972394,3.540502265,3.655430117,3.772052632
5267,CG6689,FBgn0037877,3.868856226,4.403620322,4.236142835,4.194294903,4.111506645,3.942522102
5268,CG6693,FBgn0037878,6.337656357,6.224608983,6.449751435,5.497529263,6.008355452,6.380062442
5269,CG17726,FBgn0037880,2.999511485,3.239479084,2.483836601,3.246803176,3.788066302,2.142127849
5270,GCC88,FBgn0037881,4.929768968,4.590681812,4.588476115,4.939405119,4.957500712,4.553373032
5271,CG17187,FBgn0037882,2.531377918,2.800157326,2.796358306,2.272343212,2.79456663,3.171632073
5272,CG14701,FBgn0037883,0.644854247,0.029020725,0.920623769,0.402209772,0.0088101,-0.100466985
5273,Arfip,FBgn0037884,4.613221531,4.230382075,5.029194638,4.697212141,4.624517011,4.563365262
5274,CG17721,FBgn0037885,6.670415137,6.953570043,7.129488764,6.821340746,6.636026486,6.823868024
5275,CG17734,FBgn0037890,6.241429842,6.473604821,6.497553525,6.25679503,6.152720122,6.564658851
5276,CG5214,FBgn0037891,9.060762364,9.092687933,9.060014069,8.696473719,8.635225374,8.874416949
5277,mRpL40,FBgn0037892,4.035347458,3.709186558,4.857635287,4.608102836,4.349546773,4.721943095
5278,Ranbp9,FBgn0037894,3.38236351,2.896103743,2.702459495,4.113983216,3.044870457,3.320455497
5279,CG6723,FBgn0037895,3.478021903,3.980374494,4.075164695,5.028546852,4.541341625,4.65810291
5280,ninaG,FBgn0037896,-2.052317812,-2.767033656,-0.51643803,1.930940431,1.464036261,2.925304254
